Key,Content,Content(English)_update_time,Word Count,Context,Original,Original(Chinese Simplified)_update_time
T_ACTION_SALUTE_D,Salute!,2025-01-20 08:11:31,30,salute！,敬礼！,2025-03-26 08:46:29
T_ACTION_SALUTE_DESC,Pay respect,2025-01-20 08:11:31,76,A gesture of respect or greeting.,表示敬意,2025-03-26 08:46:29
T_ACTION_SIGH,Sigh,2025-01-20 08:08:10,18,Sigh,唉,2025-03-26 08:46:37
T_ACTION_SIGH_D,Sigh...,2025-01-20 08:11:31,30,诶！ ,唉...,2025-03-26 08:46:39
T_ACTION_SIGH_DESC,Are you feeling frustrated?,2025-01-20 08:11:31,68,Release a long breath of relief.,你感到沮丧吗？,2025-03-26 08:46:29
T_ACTION_SOMERSAULT,Flip,2025-01-20 08:11:32,30,Somersault,翻转,2025-03-26 08:46:32
T_ACTION_SOMERSAULT_D,Feel like doing a flip?,2025-01-20 08:11:32,30,翻个跟头,想做个翻转吗？,2025-03-26 08:46:43
T_ACTION_SOMERSAULT_DESC,Feel like doing a flip?,2025-01-20 08:11:32,64,A complete flip in the air.,想做个翻转吗？,2025-03-26 08:46:37
T_ACTION_STREET_DANCE,Sreet dance,2025-01-20 08:11:32,34,Street dance,街头舞,2025-03-26 08:46:42
T_ACTION_STREET_DANCE_DESC,Feel like breaking out some smooth dance moves?,2025-01-20 08:11:32,88,"Urban, expressive dance style.",想跳一跳舞吗？,2025-03-26 08:46:32
T_ACTION_TAUNT,Taunting,2025-01-20 08:11:32,20,Taunt,挑衅,2025-03-26 08:46:27
T_ACTION_TAUNT_D,Cheeky gesture,2025-01-20 08:11:32,30,略略略,俏皮的姿势,2025-03-26 08:46:39
T_ACTION_TAUNT_DESC,Taunt your enemies with a cheeky gesture!,2025-01-20 08:11:32,62,Tease or provoke playfully.,嘲讽你的敌人！,2025-03-26 08:46:38
T_ACTION_WAVE,Wave,2025-01-20 08:08:10,18,Wave,挥手,2025-03-26 08:46:35
T_ACTION_WAVE_DESC,A friendly wave to greet everyone,2025-01-20 08:11:32,70,Gesture with hand to greet.,向大家挥手,2025-03-26 08:46:36
T_ACTION_WIGGLE,Wiggle,2025-01-20 08:08:10,22,Wiggle,摇摆,2025-03-26 08:46:29
T_ACTION_WIGGLE_DESC,See me wiggle a little,2025-01-20 08:11:32,66,Shake or move with small motions.,看我摆动,2025-03-26 08:46:32
T_ACTIVITY_BT1,Play in 3 intense battles,2025-03-20 15:46:46,50,,来3场紧张刺激的对局吧,2025-03-26 08:46:46
T_ACTIVITY_BT2,Complete 5 Gem Blitz battles,2025-03-20 15:40:44,50,我按照模式名改了,完成5场PVP对战,2025-03-26 08:46:45
T_ACTIVITY_CH1,Create your own character!,2025-03-20 15:44:10,50,,生成一个你的专属角色！,2025-03-26 08:46:45
T_ACTIVITY_CH2,Explore 3 new character magic,2025-03-20 15:45:09,50,,探索3个全新角色技能,2025-03-26 08:46:45
T_ACTIVITY_KN1,Obtain 20 Era Runes,2025-03-20 15:45:27,50,现在是不是不叫年代碎片了？,获得20个知识碎片,2025-03-26 08:46:45
T_ACTIVITY_LOGIN,Welcome to DayDream!,2025-03-20 06:38:30,50,,欢迎来到DayDream！,2025-03-26 08:46:45
T_ACTIVITY_LOGIN2,Come back to DayDream tomorrow!,2025-03-20 15:44:01,50,,明天再登录DayDream吧！,2025-03-26 08:46:45
T_ACTIVITY_MAP1,Create your own arena,2025-03-20 15:45:38,50,,生成一张自己的地图,2025-03-26 08:46:45
T_ACTIVITY_PVE1,Complete Dungeon Rush (Novice),2025-03-20 15:47:30,50,按照模式名字+难度改了,完成PVE第一关,2025-03-26 08:46:46
T_ACTIVITY_WP1,Explore weapon creation once,2025-03-20 06:38:29,50,,探索1次武器生成,2025-03-26 08:46:45
T_ACTIVITY_WP2,Explore 5 new weapon magic,2025-03-20 15:45:34,50,,探索5个全新武器技能,2025-03-26 08:46:45
T_AIRWAVE_D,Fire a penetrating wave of energy,2025-03-20 06:38:28,30,,发射一个能穿透的气波,2025-03-26 08:46:44
T_AIRWAVE_N,Qi Wave,2025-03-20 06:38:28,16,,气功波,2025-03-26 08:46:44
T_ATTRACTION_D,"Summon a black hole at the targeted location, pulling in nearby enemies",2025-03-20 06:38:28,50,,在击中位置召唤一个黑洞，吸引范围内的敌人,2025-03-26 08:46:44
T_ATTRIBUTE,Attribute,2025-01-20 08:11:32,,武器属性,属性,2025-03-26 08:46:34
T_ATTRIBUTES_AMMO,Magazine,2025-01-20 08:11:32,20,弹夹数量,弹匣,2025-03-26 08:46:29
T_ATTRIBUTES_AUTOFIRE,Auto fire,2025-01-20 08:11:32,10,自动开火,自动射击,2025-03-26 08:46:33
T_ATTRIBUTES_CHARGEBONUS,Charged bullet,2025-01-20 08:11:32,25,蓄力加伤,充能弹,2025-03-26 08:46:28
T_ATTRIBUTES_COUNT,Bullet per shot,2025-01-20 08:11:32,16,子弹数量,每发子弹数,2025-03-26 08:46:43
T_ATTRIBUTES_COUNT_D,Fire more bullets in a single shot,2025-01-20 08:11:32,34,一次射击中会射出更多子弹,单一射击发射更多子弹,2025-03-26 08:46:37
T_ATTRIBUTES_COUNT2,The number of bullets increased by 2 rounds,2025-03-07 06:48:57,60,,子弹数量增加2发,2025-03-26 08:46:43
T_ATTRIBUTES_COUNT4,The number of bullets increased by 4 rounds,2025-03-07 06:48:57,60,,子弹数量增加4发,2025-03-26 08:46:43
T_ATTRIBUTES_COUNT6,The number of bullets increased by 6 rounds,2025-03-07 06:48:57,60,,子弹数量增加6发,2025-03-26 08:46:44
T_ATTRIBUTES_DAMAGE,Amplified Damage,2025-03-20 03:18:45,20,单个子弹伤害,额外伤害,2025-03-26 08:46:41
T_ATTRIBUTES_DAMAGE_UP,High damage,2025-01-20 08:11:32,18,高额伤害,高额伤害,2025-03-26 08:46:43
T_ATTRIBUTES_DAMAGE_UPUP,Massive damage,2025-01-20 08:11:32,18,巨额伤害,巨额伤害,2025-03-26 08:46:31
T_ATTRIBUTES_FIRE_INTERVAL,Fire rate,2025-01-20 08:11:32,15,开火间隔,射速,2025-03-26 08:46:33
T_ATTRIBUTES_FIRE_INTERVAL_D_1,Slightly reduced shooting interval,2025-01-20 08:11:32,40,两次射击之间的时间间隔少许降低,稍微减少射击间隔,2025-03-26 08:46:43
T_ATTRIBUTES_FIRE_INTERVAL_D_2,Reduced shooting interval,2025-01-20 08:11:32,36,两次射击之间的时间间隔降低,射击间隔缩短,2025-03-26 08:46:41
T_ATTRIBUTES_FIRE_INTERVAL_D_3,Significantly reduced shooting interval,2025-01-20 08:11:32,40,两次射击之间的时间间隔显著降低,射击间隔显著缩短,2025-03-26 08:46:37
T_ATTRIBUTES_FIRE_INTERVAL_D_4,The shooting interval is greatly shortened,2025-03-07 06:48:57,60,,射击间隔大量缩短,2025-03-26 08:46:44
T_ATTRIBUTES_FIRE_INTERVAL_UP,High fire rate,2025-01-20 08:11:32,18,高速射速,高射速,2025-03-26 08:46:27
T_ATTRIBUTES_FIRE_INTERVAL_UPUP,Rapid fire rate,2025-01-20 08:11:32,18,急速射速,快速射速,2025-03-26 08:46:30
T_ATTRIBUTES_LIFESPAN,Range,2025-01-20 08:11:32,20,射程,射程,2025-03-26 08:46:39
T_ATTRIBUTES_LIFESPAN_D_1,Slightly boosted bullet range,2025-01-20 08:11:33,40,子弹能够达到的最大距离少量提升,子弹射程略微提升,2025-03-26 08:46:31
T_ATTRIBUTES_LIFESPAN_D_2,Bullet range increased,2025-03-07 06:48:57,36,子弹能够达到的最大距离提升,子弹射程增加,2025-03-26 08:46:36
T_ATTRIBUTES_LIFESPAN_D_3,Bullet range significantly increased,2025-03-07 06:48:57,40,子弹能够达到的最大距离显著提升,子弹射程显著增加,2025-03-26 08:46:40
T_ATTRIBUTES_LIFESPAN_D_4,Bullet range greatly increased,2025-03-07 06:48:57,40,,子弹射程大量增加,2025-03-26 08:46:44
T_ATTRIBUTES_LIFESPAN_UP,Enhanced range,2025-01-20 08:11:33,18,增强射程,增强射程,2025-03-26 08:46:40
T_ATTRIBUTES_LIFESPAN_UPUP,Ultra range,2025-01-20 08:11:33,18,超远射程,超长射程,2025-03-26 08:46:36
T_ATTRIBUTES_RELOAD_TIME,Reload time,2025-01-20 08:11:33,16,每发子弹换弹时间,重新装填时间,2025-03-26 08:46:42
T_ATTRIBUTES_SIGNIFICANT,Medium boost,2025-01-20 08:11:33,16,显著提升,中等提升,2025-03-26 08:46:34
T_ATTRIBUTES_SLIGHT,Minor boost,2025-01-20 08:11:33,12,些微提升,小幅提升,2025-03-26 08:46:30
T_ATTRIBUTES_SMALL,Small boost,2025-01-20 08:11:33,12,少量提升,微小提升,2025-03-26 08:46:35
T_ATTRIBUTES_SPREAD,Bullet spread,2025-01-20 08:11:33,16,散射程度,子弹扩散,2025-03-26 08:46:38
T_ATTRIBUTES_SUB,Major boost,2025-01-20 08:11:33,12,大幅提升,大幅提升,2025-03-26 08:46:41
T_ATTRIBUTES_TRAIJECTORY,Trajectory,2025-01-20 08:11:33,25,子弹飞行轨迹,轨迹,2025-03-26 08:46:34
T_ATTRIBUTES_VELOCITY,Bullet speed,2025-01-20 08:11:33,12,子弹飞行速度,子弹速度,2025-03-26 08:46:35
T_AUTOFIRE_DESC,Weapon can fire continuously while holding the fire button,2025-01-20 08:11:33,70,武器能够在按住攻击键时持续射击,武器可以按住开火按钮连续发射,2025-03-26 08:46:30
T_BATTLE_COUNTDOWN,Countdown,2025-01-20 08:11:33,10,游戏倒计时,倒数计时,2025-03-26 08:46:27
T_BATTLE_COUNTTIME,Battle begins now!,2025-01-20 08:11:33,30,倒计时结束，战斗开始！,战斗开始！,2025-03-26 08:46:32
T_BATTLE_KINGSELET,King's selection stage,2025-01-20 08:11:33,24,国王选择阶段,国王选择阶段,2025-03-26 08:46:28
T_BATTLE_MISSION,Battle Mission,2025-04-23 07:07:50,20,,战斗任务,2025-04-23 07:07:50
T_BATTLE_RELIVE,Revive in {0}s,2025-01-20 08:11:33,14,{0}秒后复活,{0} 秒后复活,2025-03-26 08:46:38
T_BATTLE_START,Battle Starts!,2025-01-20 08:11:33,20,开始战斗,战斗开始！,2025-03-26 08:46:37
T_BATTLE_START01,I shall choose a lucky Dreamer for the arena!,2025-01-20 08:11:33,72,本场游戏的地图我将用你们其中一人的！,这场战局的舞台，将由你们之一来构筑,2025-03-26 08:46:38
T_BATTLE_START02,My arena shall replace all yours in this battle!,2025-01-20 08:11:33,64,本场游戏的地图我会使用我喜欢的！,这场战斗，只能在我的竞技场中进行！,2025-03-26 08:46:42
T_BATTLE_START03,The arena of this battle is by —— {0}!,2025-03-26 08:46:47,168,本次将会使用——{0}的地图！,这场战斗将会使用—— {0}的场地！,2025-03-26 08:46:31
T_BATTLE_START04,The King has chosen your arena!,2025-01-20 08:11:33,44,本国王选中了你的地图！,国王已经选择了你的竞技场！,2025-03-26 08:46:43
T_BATTLE_TO_GET_MORE,Battle to get more,2025-04-23 07:11:50,20,,通过战斗获取更多碎片,2025-04-23 07:11:50
T_BATTLEEVENT_ALLSPEEDUP,Everyone speeds up!,2025-03-20 06:38:28,48,,所有人移动速度提升！,2025-04-24 07:05:57
T_BATTLEEVENT_LIGHTING,Lightning is about to strike!,2025-03-20 06:38:28,24,,闪电即将落下!,2025-03-26 08:46:44
T_BATTLEEVENT_WOLF,The wolf is coming!,2025-03-20 06:38:28,48,,狼来了！,2025-04-24 08:09:00
T_BEHUNTERED,Hunting begins! Top Gem holder is target!,2025-01-20 08:11:33,50,追杀事件开始，宝石最多者将成为目标,狩猎开始！持有最多宝石的人是目标！,2025-03-26 08:46:38
T_BEHUNTERED_TIPS,You're being hunted,2025-01-20 08:11:33,20,你被追杀了,你被追猎了,2025-03-26 08:46:42
T_BIG BULLET_1,Bullet size increases minimally,2025-01-20 08:11:33,35,子弹些许变大,子弹稍微变大,2025-03-26 08:46:30
T_BIG BULLET_2,Bullet size increases slightly,2025-01-20 08:11:33,40,子弹少量变大,子弹大小略微增加,2025-03-26 08:46:31
T_BIG BULLET_3,Bullet size increase moderately,2025-01-20 08:11:33,40,子弹显著变大,子弹大小适度增加,2025-03-26 08:46:37
T_BIG BULLET_4,Bullet size increases greatly,2025-01-20 08:11:34,30,子弹大幅变大,子弹大小大幅增加,2025-03-26 08:46:40
T_BLACKHOLE_D,Summons a large black hole that draws enemies into the center and deals damage.,2025-04-21 13:47:38,56,,召唤一个大黑洞，会将敌人吸引进中心，并造成伤害,2025-04-20 09:36:04
T_BLACKHOLE_N,summon black hole,2025-04-21 13:47:38,18,,召唤黑洞,2025-04-10 11:25:41
T_BLOODRAGE_D,"The lower your health, the faster your attack speed",2025-03-20 06:38:27,28,血量越低，攻速越快,血量越低，攻速越快,2025-03-26 08:46:40
T_BLOODRAGE_N,Blood Rage,2025-01-20 08:11:34,14,血怒,血怒,2025-03-26 08:46:35
T_BLOODSUCKING_D,Part of damage dealt on enemies is converted to self-healing,2025-01-20 08:11:34,65,攻击命中的一部分伤害会回复自己血量,对敌人造成的伤害的一部分会转化为自身的治疗,2025-03-26 08:46:43
T_BORADCAST_MONSTER,Start a monster hunting spree,2025-01-20 08:08:10,50,Start a monster hunting spree,开始一场怪物狩猎狂热,2025-03-26 08:46:37
T_BOSS_HALFMAN_1,Venomous Little Demon,2025-01-20 08:11:34,25,放毒小恶魔,蛇毒小恶魔,2025-03-26 08:46:41
T_BOSS_HALFMAN_2,Knockback Little Demon,2025-01-20 08:11:34,25,击退小恶魔,击退小恶魔,2025-03-26 08:46:39
T_BOSS_HALFMAN_3,Supreme Little Demon,2025-01-20 08:11:34,25,超级小恶魔,超级小恶魔,2025-03-26 08:46:34
T_BOSS_KRATOS_1,Blazing Kratos,2025-01-20 08:11:34,20,火焰奎托斯,烈焰克拉托斯,2025-03-26 08:46:33
T_BOSS_KRATOS_2,Frozen Kratos,2025-01-20 08:11:34,20,冰冻奎托斯,冰冻克雷多斯,2025-03-26 08:46:28
T_BOSS_KRATOS_3,Supreme Kratos,2025-01-20 08:11:34,20,超级奎托斯,超级克拉托斯,2025-03-26 08:46:40
T_BOSS_REDHAT_1,Ricochet Little Red,2025-01-20 08:11:34,20,弹射小红帽,弹射小红帽,2025-03-26 08:46:34
T_BOSS_REDHAT_2,Splitshot Little Red,2025-01-20 08:11:34,20,分裂小红帽,散射小红帽,2025-03-26 08:46:43
T_BOSS_REDHAT_3,Red Hat Wolf,2025-04-14 08:29:03,20,扫射小红帽,红帽大灰狼,2025-04-14 08:27:50
T_BOSS_TRUMP_1,Shapeshifter Trump,2025-01-20 08:11:34,20,变形特朗普,变形特朗普,2025-03-26 08:46:33
T_BOSS_TRUMP_2,Shrinking Trump,2025-01-20 08:11:34,20,变小特朗普,缩小特朗普,2025-03-26 08:46:35
T_BOSS_TRUMP_3,Tyrant Trump,2025-01-20 08:11:34,20,超级特朗普,暴君特朗普,2025-03-26 08:46:40
T_BOXDAMAGE_D,Deal double damage to treasure Boxes and Monsters,2025-03-17 07:41:03,70,对宝箱和BOT伤害翻倍,对宝箱和怪物造成双倍伤害,2025-03-26 08:46:38
T_BOXDAMAGE_N,Treasure Hunter,2025-01-20 08:11:34,18,怪物杀手,宝藏猎人,2025-03-26 08:46:35
T_BOXROOM,LOOT SPACE,2025-01-20 08:11:34,10,战利品空间,战利品收藏室,2025-03-26 08:46:31
T_BROADCAST_BOX,Start a treasure box carnival,2025-01-20 08:08:10,50,Start a treasure box carnival,开始宝箱嘉年华,2025-03-26 08:46:38
T_BULLETABSORPTION_D,Bullets hitting you during the duration will turn into healing but still apply effects,2025-03-20 06:38:27,64,开启后击中自己的子弹会让自己回血，但依然受到效果影响,持续时间内击中自己的子弹会变为回血，但依然受到效果影响,2025-03-26 08:46:43
T_BULLETABSORPTION_N,Bullet Absorption,2025-01-20 08:11:34,18,吸收子弹,子弹吸收,2025-03-26 08:46:40
T_BULLETREFLECTION_D,Bullets hitting you during the duration will bounce off randomly,2025-03-20 06:38:27,46,开启后一段时间内打中自己的子弹会被随机弹开,持续时间内打中自己的子弹会被随机弹开,2025-03-26 08:46:28
T_BULLETREFLECTION_N,Bullet Deflection,2025-01-20 08:11:34,18,反弹子弹,子弹反弹,2025-03-26 08:46:33
T_BURNING,Bullet leaves a burning area at the explosion site for a short period,2025-01-20 08:11:34,90,子弹爆炸的位置会留下持续一定时间的燃烧区域,子弹在爆炸地点留下一个短暂的燃烧区域,2025-03-26 08:46:28
T_BUYCOST,Confirm to purchase {1} with {0}?,2025-01-20 08:11:34,35,确认花费{0}购买{1}吗？,确认以 {0} 购买 {1}？,2025-03-26 08:46:36
T_BUYMAPREPLACEMENT,"Arena storage full, please confirm to replace existing arena:",2025-01-20 08:11:34,70,你的地图收藏数量已达上限，请确认是否要替换：,竞技场储存已满，请确认是否取代现有的竞技场：,2025-03-26 08:46:31
T_BUYREPLACE,Replace your {0},2025-01-20 08:11:35,20,{0}替换,替换你的 {0},2025-03-26 08:46:42
T_BUYREPLACEMENT,"Weapon storage full, please choose the weapon to replace",2025-01-20 08:11:35,60,你的武器收藏数量已达上限，请选择需要替换的：,武器储存已满，请选择要替换的武器,2025-03-26 08:46:31
T_CANNOT_SELECT_DURABLE0,"Durability depleted, can be used again after repair.",2025-01-20 08:11:35,60,已无耐久度，修复完成后可再度使用,耐久度耗尽，修复后可再次使用。,2025-03-26 08:46:31
T_CANNOT_SELECT_MATCHMAKING,Matchmaking in progress,2025-01-20 08:11:35,26,匹配中，无法选择,配对中...,2025-03-26 08:46:39
T_CD_1,Long cooldown,2025-01-20 08:11:35,20,较长冷却时间,较长冷却时间,2025-03-26 08:46:30
T_CD_2,Medium cooldown,2025-01-20 08:11:35,20,中等冷却时间,中等冷却时间,2025-03-26 08:46:27
T_CD_3,Short cooldown,2025-01-20 08:11:35,20,较短冷却时间,短暂冷却时间,2025-03-26 08:46:39
T_CD_4,Very short cooldown,2025-01-20 08:11:35,30,极短冷却时间,极短的冷却时间,2025-03-26 08:46:32
T_CHARGEBONUS_DESC,"Hold ""fire"" button to charge and increase bullet damage",2025-01-20 08:11:35,70,武器可以长按蓄力增加子弹伤害,按住「开火」按钮可充能并增加子弹伤害,2025-03-26 08:46:42
T_CHARGENERATE_D,Consumed when creating characters,2025-01-20 08:11:35,36,用于角色创建时使用,创建角色时消耗,2025-03-26 08:46:41
T_CHARGENERATE_N,Character ticket,2025-01-20 08:11:35,24,角色创建次数,角色票券,2025-03-26 08:46:29
T_CHARSLOT_D,Unlocks a slot for character creation,2025-01-20 08:11:35,64,获得后可以解锁角色创建界面的槽位,解锁角色创建栏位,2025-03-26 08:46:30
T_CHARSLOT_N,Character slot,2025-01-20 08:11:35,30,角色创建槽位,角色栏位,2025-03-26 08:46:33
T_CHAT_EMPTYEMOJI,,2025-06-04 07:50:46,30,,你还没有表情包，去获得更多吧,2025-06-04 07:50:46
T_CHAT_INGAME_TITLE,,2025-06-04 07:50:10,20,玩家在游戏中，显示在聊天框最底部,对方正在游戏中,2025-06-04 07:50:10
T_CHAT_INTEAM,,2025-06-04 07:51:44,10,,组队聊天,2025-06-04 07:51:44
T_CHAT_OFFLINE_TITLE,,2025-06-04 07:49:43,20,玩家已离线，显示在聊天框最底部,对方已离线,2025-06-04 07:50:15
T_CHAT_SEND,,2025-06-04 07:50:35,10,,发送,2025-06-04 07:50:35
T_CHAT_TAB_TEAM,,2025-06-04 07:49:26,10,聊天顶部标签栏——队伍,队伍,2025-06-04 07:49:00
T_CHAT_TOAST_EMPTY,,2025-06-04 07:50:55,20,,无法发送空消息,2025-06-04 07:50:55
T_CHAT_TOAST_OFFLINE,,2025-06-04 07:51:15,20,,对方已离线，暂不能发送消息,2025-06-04 07:51:15
T_CHAT_WITH,,2025-06-04 07:51:36,10,,和{0}聊天,2025-06-04 07:51:36
T_CHOP_D,"Slash forward with a sword, dealing damage to enemies in front，attacks can bounce bullets，increases movement speed slightly",2025-03-27 02:21:42,46,,使用大刀劈砍，对身前敌人造成伤害，攻击可以反弹子弹，同时增加少量移速,2025-03-26 08:46:45
T_CHOP_N,Sword,2025-03-20 06:38:29,12,,刀,2025-03-26 08:46:45
T_CLAIM,CLAIM,2025-04-23 07:20:32,5,,领取,2025-04-23 07:20:32
T_CLAIMED,CLAIMED,2025-04-23 07:20:45,10,,已领取,2025-04-23 07:09:23
T_COCREATE_CHAR_TITLE,Creation,2025-01-20 08:11:35,8,,创造,2025-03-26 08:46:41
T_COCREATE_RECOMMANDE,Recommend,2025-01-20 08:11:35,9,,推荐,2025-03-26 08:46:28
T_COIN_D,"Obatained after games, used to various purchases",2025-01-20 08:11:35,80,通过赛后结算获取，能用来购买各种东西,游戏结算时获得，用于购买各种物品,2025-03-26 08:46:28
T_COIN_N,Coin,2025-01-20 09:26:08,8,金币,金币,2025-03-26 08:46:43
T_CONFIRM,Confirm,2025-01-20 08:11:35,10,确认,确认,2025-03-26 08:46:42
T_CONFIRMCOST,Confirm to create with {0}?,2025-01-20 08:11:35,40,是否要消耗{0}创作？,确认要使用 {0} 创作吗？,2025-03-26 08:46:43
T_COPEY,Copied to clipboard,2025-01-20 08:11:35,25,已复制到剪贴板,已复制到剪贴板,2025-03-26 08:46:37
T_CREAT_FAIL,"Sorry! We encountered an error in creation, ticket will be returned",2025-01-20 08:11:35,80,创建无法完成，将会返还本次消耗,抱歉！创建时发生错误，票券将被退回,2025-03-26 08:46:43
T_CREATCHAR,Dream up your character!,2025-01-20 08:11:35,25,创作你的角色吧！,创造你的角色！,2025-03-26 08:46:29
T_CREATE_CHAR_TITLE,Dream up any character!,2025-01-20 08:11:35,23,,创造任何角色！,2025-03-26 08:46:30
T_CREATE_ENTERTEXT,enter here!,2025-01-20 08:11:35,11,,进来吧！,2025-03-26 08:46:35
T_CREATE_GENERATING,Generation in progress,2025-01-20 08:11:35,22,,产生中,2025-03-26 08:46:29
T_CREATE_MAP_TITLE,Dream up any arena!,2025-01-20 08:11:35,19,,任意想像竞技场！,2025-03-26 08:46:42
T_CREATE_NOW,CREATE,2025-03-18 07:48:28,4,,创建,2025-03-26 08:46:45
T_CREATE_RECIPES,Recipes,2025-01-20 08:11:35,7,,食谱,2025-03-26 08:46:31
T_CREATE_SELECTE,select,2025-01-20 08:11:36,6,,选择,2025-03-26 08:46:38
T_CREATE_SELECTED,selected,2025-01-20 08:11:36,8,,已选择,2025-03-26 08:46:32
T_CREATE_START,Start Dreaming!!!,2025-01-20 08:11:36,17,,开始做梦吧!!!,2025-03-26 08:46:39
T_CREATE_TITLE,dream up anything you want,2025-01-20 08:11:36,26,,幻想你渴望的任何事物,2025-03-26 08:46:41
T_CREATE_TRYOTHER,Try populars made by others,2025-01-20 08:11:36,27,,试试他人创作的热门作品,2025-03-26 08:46:29
T_CREATE_WEAPON_TITLE,Dream up any weapon!,2025-01-20 08:11:36,20,,创造任何武器！,2025-03-26 08:46:34
T_CREATENAME_DIRTY,The name contains inappropriate language and cannot be used.,2025-01-20 08:11:36,60,,名称包含不当语言，无法使用。,2025-03-26 08:46:33
T_CREATENAME_REPEAT,Name is already taken.,2025-01-20 08:11:36,22,,名称已被占用。,2025-03-26 08:46:30
T_CREATING,Crafting,2025-01-20 08:11:36,12,生成中,制作中,2025-03-26 08:46:33
T_CREATION_LACK,Try out your creation now!,2025-01-20 08:11:36,30,快去试试你的创意吧！ ,现在试试你的创作吧！,2025-03-26 08:46:34
T_CREATIVEROOM,CREATIVE SPACE,2025-01-20 08:11:36,16,创作空间,创意空间,2025-03-26 08:46:37
T_CREATMAP,Dream up your arena!,2025-01-20 08:11:36,25,创作你的地图吧！,创作你的竞技场！,2025-03-26 08:46:35
T_CREATMORETIME,We are crafting carefully...,2025-01-20 08:11:36,60,ops..需要更多时间,我们正在小心地打造...,2025-03-26 08:46:30
T_CREATWEAPON,Dream up your weapon!,2025-01-20 08:11:36,25,创作你的武器吧！,创造你的武器！,2025-03-26 08:46:43
T_CURRENTWEAPON_DURABLE_INVALID,"Weapon durability used up, repair it now!",2025-01-20 08:11:36,45,武器耐久已耗尽， 请尽快修理！ ,武器耐久度用尽，现在修复它！,2025-03-26 08:46:28
T_CURSE_D,"Curse hit enemies, leaving a tomb upon death that damages those who step on it",2025-03-20 06:38:28,72,,击中的单位挂一个诅咒，死后留下一个坟墓，会对走上的对象造成伤害,2025-03-26 08:46:44
T_CURSE_N,Curse,2025-03-20 06:38:28,14,,诅咒,2025-03-26 08:46:44
T_DAILYREFRESH,Refresh at 4am daily,2025-01-20 08:11:36,24,每日4点刷新,每日4点刷新,2025-03-26 08:46:34
T_DAMAGE_1,Deal minor damage,2025-01-20 08:11:36,25,造成些微伤害,造成微量伤害,2025-03-26 08:46:39
T_DAMAGE_2,Deal small damage,2025-01-20 08:11:36,25,造成少量伤害,造成小量伤害,2025-03-26 08:46:35
T_DAMAGE_3,Deal moderate damage,2025-01-20 08:11:36,30,造成显著伤害,造成显著伤害,2025-03-26 08:46:30
T_DAMAGE_4,Deal heavy damage,2025-01-20 08:11:36,30,造成大量伤害,造成大量伤害,2025-03-26 08:46:30
T_DAMAGE-TRIGGEREDSPEEDBOOST_D,Movement speed increases after taking damage,2025-03-20 06:38:27,32,受到伤害后移动速度增加,受到伤害后移动速度增加,2025-03-26 08:46:35
T_DAMAGE-TRIGGEREDSPEEDBOOST_N,Injury Acceleration,2025-04-22 10:45:16,30,受伤加移速,受伤加速,2025-04-22 10:45:16
T_DAMAGEREDUCTION_D,Reduce damage taken from others,2025-04-23 11:03:37,40,减少他人对自己的伤害,减少受到的伤害,2025-04-23 11:05:12
T_DAMAGEREDUCTION_N,Damage reduction,2025-04-23 11:00:05,48,减伤,减伤,2025-04-23 11:00:04
T_DASH_D,Temporarily gain a large movement speed boost,2025-03-20 06:38:27,30,短暂增加大量移动速度,短暂增加大量移动速度,2025-03-26 08:46:28
T_DASH_N,Dash,2025-01-20 08:11:36,14,冲刺,冲刺,2025-03-26 08:46:30
T_DAYDREAMSLOGAN,Create anything you imagine!,2025-01-20 08:11:36,40,创作你的想象,创造你所想象的一切！,2025-03-26 08:46:29
T_DECISIVE_PHASE,CRUNCH TIME!,2025-03-20 15:42:42,30,这里描述的是battle最后阶段对吧？,最终时刻！,2025-04-25 14:04:20
T_DEFAULT_DESC1,<color=#CE2121><b>FIRE DRAGON!</b></color> What a powerful spell! Let’s see what it creates!,2025-03-27 02:21:42,200,,<color=#E25A30><b>'FIRE DRAGON'</b></color> 真是一个强大的咒语！ 让我们来看看会生成什么！,2025-03-26 08:46:45
T_DEFAULT_DESC2,"Watch closely, this is such a perfect creation from your <color=#CE2121><b>FIRE DRAGON!</b></color> spell!",2025-03-27 02:18:00,200,,注意看， 这条火龙就是你<color=#E25A30><b>FIRE DRAGON!</b></color>这条咒语的化身,2025-03-26 08:46:45
T_DEFAULT_DESC3,"The spell is <color=#CE2121><b>FIRE DRAGON</b></color>, so I grants it the <color=#CE2121><b>Burning</b></color>weapon magic, what a perfect match!",2025-03-27 02:18:00,200,,咒语是<color=#E25A30><b>'FIRE DRAGON'</b></color>， 所以我给你<color=#E25A30><b>燃烧</b></color>作为武器机制， 简直是为你的武器量身打造！,2025-03-26 08:46:45
T_DEFAULT_PROMPT,FIRE DRAGON,2025-03-20 06:38:29,100,,FIRE DRAGON,2025-03-19 08:53:01
T_DEFAULT_PROMPT_SHOW,<color=#CE2121><b>FIRE DRAGON</b></color>,2025-03-27 02:18:00,100,,<color=#E25A30><b>FIRE DRAGON</b></color>,2025-03-26 08:46:46
T_DELETE,DELETE,2025-04-25 08:06:30,10,,删除,2025-04-25 08:06:30
T_DELETECOFIRM,Deletion is permanent - Confirm?,2025-01-20 08:11:37,35,删除后将无法找回，确认删除？,删除后无法恢复 - 确认？,2025-03-26 08:46:31
